MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2848,Caryn Papantonakis,Management,,gold_only_missed_by_llm,,Management
2848,Dino Sangiamo,Coordination,Communications,disjoint,Communications,Coordination
2848,Elizabeth Wilkins,Management,,gold_only_missed_by_llm,,Management
2848,Joseph Cappelli,Coordination,,gold_only_missed_by_llm,,Coordination
2848,Leslie MacLean,Management,Management,agree,,
2848,Mark Sadaka,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2848,Max Kennerly,Management,,gold_only_missed_by_llm,,Management
2848,Michael Goetz,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2848,Nicholas Rockforte,Management,,gold_only_missed_by_llm,,Management
2848,Raymond Peppelman,Communications,,gold_only_missed_by_llm,,Communications
2848,Timothy Litzenburg,Management,Management,agree,,
2848,Virginia Anello,Management,,gold_only_missed_by_llm,,Management
2850,Dean Harvey,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Settlement
2850,Kelly Iverson,Communications,Communications,agree,,
2850,Roberta Liebenberg,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Settlement
2859,Alex Davis,Management,Management,agree,,
2859,Andrew Norden,LeadCounsel; Management,LeadCounsel; Management,agree,,
2859,Ashleigh Raso,Management,Management,agree,,
2859,Brenda Fulmer,Management,Management,agree,,
2859,Kelly McNabb,LeadCounsel; Management,LeadCounsel; Management,agree,,
2859,Kevin M. Fitzgerald,,Management,llm_only_not_in_gold,Management,
2859,Kevin Fizterald,Management,,gold_only_missed_by_llm,,Management
2859,Laura Pittner,Management,Management,agree,,
2859,Marie Napoli,Management,Management,agree,,
2859,Nicholas Farnolo,Management,Management,agree,,
2859,Noah Lauricella,Management,Management,agree,,
2859,Peter Sandberg,Management,Management,agree,,
2859,Wendy Fleischman,LeadCounsel,LeadCounsel,agree,,
2862,Jason Hartley,LeadCounsel,LeadCounsel,agree,,
2862,Megan Jones,LeadCounsel,LeadCounsel,agree,,
2862,William Pietragallo,Communications,Communications,agree,,
2865,Mark Allison,LeadCounsel,LeadCounsel,agree,,
2867,None None,,Communications,llm_only_not_in_gold,Communications,
2867,Hollis Salzman,Management,Management,agree,,
2867,Kimberly Justice,Management,Management,agree,,
2867,Meegan Hollywood,Management,Management,agree,,
2867,Megan Jones,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2873,Amanda Kitts,Coordination; Management,Management,llm_missed_role,,Coordination
2873,Amy Crouch,Coordination,Management,disjoint,Management,Coordination
2873,Ashley Campbell,Management,Management,agree,,
2873,Benjamin Richman,Management,Management,agree,,
2873,Brent Dwerlkotte,Coordination,Management,disjoint,Management,Coordination
2873,Brian Duffy,Communications; Coordination,Communications; Coordination; Management,llm_added_role,Management,
2873,Brian Stekloff,Coordination,Management,disjoint,Management,Coordination
2873,Carl Solomon,Management,Management,agree,,
2873,Charles Schaffer,Management,Management,agree,,
2873,Christiaan Marcum,Management,Management,agree,,
2873,Christina Cossich,Management,Management,agree,,
2873,Christina Falk,Coordination,Management,disjoint,Management,Coordination
2873,Christina Natale,Coordination,Management,disjoint,Management,Coordination
2873,Daniel Ring,Coordination; Management,Management,llm_missed_role,,Coordination
2873,David Dukes,Communications; Coordination,Communications; Coordination; Management,llm_added_role,Management,
2873,David Erickson,Coordination; Management,Coordination; Management,agree,,
2873,David Hammack,Coordination,Management,disjoint,Management,Coordination
2873,David Hersh,ClassCounsel,ClassCounsel,agree,,
2873,David McDivitt,Management,Management,agree,,
2873,Elizabeth Fegan,ClassCounsel; Management,ClassCounsel; Management,agree,,
2873,Elizabeth Knauer,Coordination; Management,Management,llm_missed_role,,Coordination
2873,Elizabeth Pritzker,Management,Management,agree,,
2873,Erin Dickerson,Management,Management,agree,,
2873,Frank Gallucci,Management,Management,agree,,
2873,Fred Thompson,Communications,Communications,agree,,
2873,Frederick Hall,Coordination,Management,disjoint,Management,Coordination
2873,Gale Pearson,Management,Management,agree,,
2873,Gregory Cade,Management,Management,agree,,
2873,Haroon Anwar,Coordination,Management,disjoint,Management,Coordination
2873,Hunter Shkolnik,Management,Management,agree,,
2873,J. Bell,Management,Management,agree,,
2873,J. Rome,Coordination,Management,disjoint,Management,Coordination
2873,James Ferraro,Management,Management,agree,,
2873,Jessica Pahl,Coordination,Management,disjoint,Management,Coordination
2873,Jillian Kim,Management,Management,agree,,
2873,Jillian Kirn,Coordination; Management,Management,llm_missed_role,,Coordination
2873,J. Liat Rome,Management,,gold_only_missed_by_llm,,Management
2873,Joe Rice,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2873,Joseph Petrosinelli,Coordination; LeadCounsel,Coordination; LeadCounsel; Management,llm_added_role,Management,
2873,Joseph Rice,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2873,Jospeh Rice,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2873,Kaitlyn Maxwell,Coordination; Management,Management,llm_missed_role,,Coordination
2873,Keith Bensten,Coordination,Management,disjoint,Management,Coordination
2873,Ken Sansone,Management,Management,agree,,
2873,Kenneth Reilly,Coordination,Coordination; Management,llm_added_role,Management,
2873,Kevin Hannon,Management,Management,agree,,
2873,Kevin Madonna,Management,Management,agree,,
2873,Larry Cohan,Management,Management,agree,,
2873,Liam Montgomery,Coordination; Management,Management,llm_missed_role,,Coordination
2873,Lyn Pruitt,Coordination,Management,disjoint,Management,Coordination
2873,Marianne Kies,Coordination,Management,disjoint,Management,Coordination
2873,Mark Cheffo,Coordination,Management,disjoint,Management,Coordination
2873,Mark Chertok,Coordination,Coordination; Management,llm_added_role,Management,
2873,Matt Edling,Management,Management,agree,,
2873,Matthew Pawa,Management,Management,agree,,
2873,Michael Burg,ClassCounsel,ClassCounsel,agree,,
2873,Michael London,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2873,Michael Olsen,Coordination; LeadCounsel,Coordination; LeadCounsel; Management,llm_added_role,Management,
2873,Michael Stag,Management,Management,agree,,
2873,Molly Craig,Coordination; Management,Coordination; Management,agree,,
2873,Nancy Christensen,Management,Management,agree,,
2873,Paul Napoli,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2873,Reilly Reilly,Management,,gold_only_missed_by_llm,,Management
2873,Richard Head,Management,Management,agree,,
2873,Richard Lewis,Management,Management,agree,,
2873,Robert Bilott,Management,Management,agree,,
2873,Ruth Levy,Coordination,Management,disjoint,Management,Coordination
2873,Sarah Williams,Coordination,Coordination,agree,,
2873,Scott Summy,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2873,Stephanie Biehl,Management,Management,agree,,
2873,T. Frazer,Management,Management,agree,,
2873,Wesley Bowden,Management,Management,agree,,
2873,William Jackson,Management,Management,agree,,
2874,James Valentine,Communications,Communications,agree,,
2875,Adam Slater,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2875,Alyson Oliver,Management,Management,agree,,
2875,Andres Rivero,Management,Management,agree,,
2875,Annesley DeGaris,Management,Management,agree,,
2875,Ashleigh Raso,Management,Management,agree,,
2875,Behram Parekh,Management,Management,agree,,
2875,Brett Vaughn,Management,Management,agree,,
2875,Clea Liquard,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Clem Trischler,Management,Management,agree,,
2875,Conlee Whiteley,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2875,Daniel Levin,Management,Management,agree,,
2875,Daniel Nigh,LeadCounsel; Management,LeadCounsel; Management,agree,,
2875,David Hobbs,Management,Management,agree,,
2875,David Stanoch,Communications,Communications,agree,,
2875,Emily Jeffcott,Management,Management,agree,,
2875,George Williamson,Management,Management,agree,,
2875,Gregory Hansel,Management,Management,agree,,
2875,Harold McCall,Management,Management,agree,,
2875,J. Nabers,Management,Management,agree,,
2875,James Carter,,Management,llm_added_role,Management,
2875,Jay Spievack,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Jeff Gibson,Management,Management,agree,,
2875,Jessica Perez,Management,Management,agree,,
2875,Jessica Priselac,Communications,Communications,agree,,
2875,John Boundas,Management,Management,agree,,
2875,John Davis,Management,Management,agree,,
2875,John Sawin,Management,Management,agree,,
2875,John Shipp,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Jon Mann,Management,Management,agree,,
2875,Jon Savin,,Management,llm_added_role,Management,
2875,Jones Zona,Management,,gold_only_missed_by_llm,,Management
2875,Joseph Marchese,Management,Management,agree,,
2875,Joyce Gist,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Larry Wood,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Lauren O'Donnel,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Layne Hilton,,Management,llm_added_role,Management,
2875,Liza Walsh,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Lori Cohen,Management,Management,agree,,
2875,Marlene Goldenberg,Management,Management,agree,,
2875,Michael Scott,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Mikal Watts,Management,Management,agree,,
2875,Mila Bartos,Management,Management,agree,,
2875,Nicholas Migliaccio,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2875,Paul Geske,Management,Management,agree,,
2875,Paul Rothstein,Management,Management,agree,,
2875,Peter St. Philip,Management,Management,agree,,
2875,Rachel Gelman,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2875,Rachel Geman,Management,Management,agree,,
2875,Ratliff Harley,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Richard Smith,Management,Management,agree,,
2875,Robert Gilbert,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Roger Orlando,Management,Management,agree,,
2875,Ronni Fuchs,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Rosalee Thomas,Management,Management,agree,,
2875,Rosemarie Bogdan,Management,Management,agree,,
2875,Ruben Honik,LeadCounsel; Management,LeadCounsel; Management,agree,,
2875,Samuel Anyan,Management,Management,agree,,
2875,Samuel Fisher,Management,Management,agree,,
2875,Sarah Johnston,Management,Management,agree,,
2875,Scott Morgan,Management,Management,agree,,
2875,Sean Fahey,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Seth Goldberg,Communications; Management,Communications; Management,agree,,
2875,Stacy Burrows,Management,Management,agree,,
2875,Stefanie Colella-Walsh,Management,Management,agree,,
2875,Steve Babin,Management,Management,agree,,
2875,Stuart Williams,Settlement,,gold_only_missed_by_llm,,Settlement
2875,Zona Jones,,Management,llm_only_not_in_gold,Management,
2878,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2878,Gregory T. Arnold,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2878,Kristen Johnson,ClassCounsel,ClassCounsel,agree,,
2878,Kristie LaSalle,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2878,Matthew C. Weiner,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2878,Sean D. Nation,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2878,Steve Shadowen,ClassCounsel,ClassCounsel; LeadCounsel,llm_added_role,LeadCounsel,
2878,Thomas Sobol,ClassCounsel,ClassCounsel; LeadCounsel,llm_added_role,LeadCounsel,
2879,Adam Offenhartz,LeadCounsel,LeadCounsel,agree,,
2879,Amy Keller,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2879,Andrew Friedman,ClassCounsel; Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,agree,,
2879,Andrew O'Connel,Communications,,gold_only_missed_by_llm,,Communications
2879,Andrew O'Connell,,Communications,llm_only_not_in_gold,Communications,
2879,Ariana Tadler,Management,Management,agree,,
2879,Arthur Murray,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2879,Brian Gudmundson,Management,Management,agree,,
2879,Carol Villegas,Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel,
2879,Charles Van Horn,Management,Management,agree,,
2879,Christopher Keller,Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel,
2879,Daniel Robinson,Management,Management,agree,,
2879,Daniel Warren,Discovery; LeadCounsel,Communications; Discovery; LeadCounsel,llm_added_role,Communications,
2879,"Eric
 Belfi",Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel,
2879,Eve-Lynn Rapp,Management,Management,agree,,
2879,Francis McConville,Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel,
2879,Gary Lynch,Management,Management,agree,,
2879,Gilbert Keteltas,Discovery; LeadCounsel,Communications; Discovery; LeadCounsel,llm_added_role,Communications,
2879,Gregory Egleston,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2879,James Pizzirusso,ClassCounsel; Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,agree,,
2879,James Ulwick,Communications,Communications,agree,,
2879,Jason Lichtman,Management,Management,agree,,
2879,Jason Mendro,LeadCounsel,LeadCounsel,agree,,
2879,Laura O'Boyle,LeadCounsel,LeadCounsel,agree,,
2879,Lisa Ghannoum,Discovery; LeadCounsel,Communications; Discovery; LeadCounsel,llm_added_role,Communications,
2879,Mark Godlman,Communications; LeadCounsel,,gold_only_missed_by_llm,,Communications; LeadCounsel
2879,Mark Goldman,,ClassCounsel; Communications; LeadCounsel,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel,
2879,MaryBeth Gibson,Management,Management,agree,,
2879,Megan Jones,Communications; Management,Communications; Management,agree,,
2879,Norman Siegel,Management,Management,agree,,
2879,Steven Silverman,Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel,
2879,Stuart Davidson,Discovery; Management,Discovery; Management,agree,,
2879,Timothy Brown,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2879,Timothy Maloney,Management,Management,agree,,
2879,Veronica Nannis,Communications,Communications,agree,,
2885,Abby McClellan,Management; Vetting,Vetting,llm_missed_role,,Management
2885,Adam Wolfson,Management,Management,agree,,
2885,Andre Mura,Management; Motions,Motions,llm_missed_role,,Management
2885,Ashley Neglia,,,agree,,
2885,Barry Fields,,Trial,llm_only_not_in_gold,Trial,
2885,Bradley Honnold,Management,Management,agree,,
2885,Brian Barr,Communications; Management,Communications; Management,agree,,
2885,Bryan Aylstock,LeadCounsel; Management; Settlement,Communications; LeadCounsel; Management; Settlement,llm_added_role,Communications,
2885,Caleb Seeley,Management; Motions,Motions,llm_missed_role,,Management
2885,Chad Morriss,,,agree,,
2885,Chris Hellums,Fees; Management,Fees,llm_missed_role,,Management
2885,Chris Seeger,LeadCounsel; Settlement,LeadCounsel; Management; Settlement; Trial,llm_added_role,Management; Trial,
2885,Christopher Seeger,LeadCounsel; Management; Settlement,LeadCounsel; Management; Settlement,agree,,
2885,Clayton Clark,Management; Settlement,Settlement,llm_missed_role,,Management
2885,D. Mathews,Management,Management,agree,,
2885,Dave Buchanan,Discovery; Management,Discovery; Management,agree,,
2885,David Bryant,Management,Management,agree,,
2885,David Buchanan,Discovery; Management,Discovery; Management,agree,,
2885,Doug Kreis,Expert,Expert,agree,,
2885,Doug Monsour,Expert; Management,Expert; Management,agree,,
2885,Douglas Monsour,Expert; Management,Expert; Management,agree,,
